Name	LabID	Label	Species	Subspecies	Haplogroup	Description	Age	Location	Reference
NC_020614.1		NC_020614.1 | Boselaphus tragocamelus	Boselaphus tragocamelus			Boselaphini			
NC_020788.1		NC_020788.1 | Tetracerus quadricornis	Tetracerus quadricornis			Boselaphini			
NC_020748.1	MBP15	NC_020748.1 | MBP15 | Tragelaphus angasii	Tragelaphus angasii						
NC_038064.1		NC_038064.1 | Tragelaphus buxtoni	Tragelaphus buxtoni						
NC_020749.1	SUN8	NC_020749.1 | SUN8 | Tragelaphus eurycerus	Tragelaphus eurycerus						
NC_020619.1		NC_020619.1 | Tragelaphus imberbis	Tragelaphus imberbis						
NC_020750.1	PHC13	NC_020750.1 | PHC13 | Tragelaphus oryx	Tragelaphus oryx						
NC_020751.1		NC_020751.1 | Tragelaphus scriptus	Tragelaphus scriptus						
NC_020620.1		NC_020620.1 | Tragelaphus spekii	Tragelaphus spekii						
NC_020752.1	PHC11	NC_020752.1 | PHC11 | Tragelaphus strepsiceros	Tragelaphus strepsiceros						
NC_020616.1		NC_020616.1 | Pseudoryx nghetinhensis	Pseudoryx nghetinhensis						
NC_020617.1		NC_020617.1 | Syncerus caffer	Syncerus caffer						
NC_057438.1		NC_057438.1 | Bubalus arnee	Bubalus arnee						
NC_049568.1		NC_049568.1 | Bubalus bubalis	Bubalus bubalis						
NC_006295.1		NC_006295.1 | Bubalus carabanensis	Bubalus carabanensis						
NC_020615.1		NC_020615.1 | Bubalus depressicornis	Bubalus depressicornis						
NC_060307.1		NC_060307.1 | Bubalus quarlesi	Bubalus quarlesi						
NC_026064.1		NC_026064.1 | Ovis vignei	Ovis vignei						
OZ245309.1		OZ245309.1 | Ovis orientalis | Turkey	Ovis orientalis					Turkey	
NC_026063.1		NC_026063.1 | Ovis orientalis	Ovis orientalis						
NC_047196.1		NC_047196.1 | Ovis ammon | China	Ovis ammon					China	
NC_020656.1		NC_020656.1 | Ovis ammon	Ovis ammon						
NC_015889.1		NC_015889.1 | Ovis canadensis	Ovis canadensis						
NC_039432.1		NC_039432.1 | Ovis dalli	Ovis dalli						
NC_039431.1		NC_039431.1 | Ovis nivicola	Ovis nivicola						
NC_009510.1		NC_009510.1 | Ammotragus lervia	Ammotragus lervia						
NC_020789.1		NC_020789.1 | Rupicapra pyrenaica (mtW)	Rupicapra pyrenaica	parva	mtW				
MW713525.1	CBWo24	MW713525.1 | CBWo24 | Rupicapra pyrenaica (mtW) | Spain	Rupicapra pyrenaica	parva	mtW			Spain	https://doi.org/10.3390/ani12111430
KJ184173.1		KJ184173.1 | Rupicapra rupicapra (mtC) | Italy	Rupicapra rupicapra		mtC			Italy	https://doi.org/10.1016/j.ympev.2014.07.004
KJ184175.1		KJ184175.1 | Rupicapra rupicapra (mtC) | France	Rupicapra rupicapra		mtC			France	https://doi.org/10.1016/j.ympev.2014.07.004
MW713526.1	CPo06	MW713526.1 | CPo06 | Rupicapra rupicapra (mtE) | Romania	Rupicapra rupicapra	carpatica	mtE			Romania	https://doi.org/10.3390/ani12111430
NC_020633.1		NC_020633.1 | Rupicapra rupicapra (mtE)	Rupicapra rupicapra		mtE	FJ207539			
MW713527.1	TAo02	MW713527.1 | TAo02 | Rupicapra rupicapra (mtE) | Poland	Rupicapra rupicapra	tatrica	mtE			Poland	https://doi.org/10.3390/ani12111430
MW713528.1	BAo17	MW713528.1 | BAo17 | Rupicapra rupicapra (mtE) | Serbia	Rupicapra rupicapra	balcanica	mtE			Serbia	https://doi.org/10.3390/ani12111430
MW713529.1	BAo20	MW713529.1 | BAo20 | Rupicapra rupicapra (mtE) | North Macedonia	Rupicapra rupicapra	balcanica	mtE			North Macedonia	https://doi.org/10.3390/ani12111430
MW713530.1	BAo20	MW713530.1 | BAo20 | Rupicapra rupicapra (mtE) | Turkey	Rupicapra rupicapra	asiatica	mtE			Turkey	https://doi.org/10.3390/ani12111430
MW713531.1	CUo05	MW713531.1 | CUo05 | Rupicapra rupicapra (mtE) | Georgia	Rupicapra rupicapra	caucasica	mtE			Georgia	https://doi.org/10.3390/ani12111430
NC_020630.1		NC_020630.1 | Oreamnos americanus	Oreamnos americanus						
NC_013069.1		NC_013069.1 | Budorcas taxicolor	Budorcas taxicolor						
NC_043930.1		NC_043930.1 | Budorcas taxicolor	Budorcas taxicolor	taxicolor					
NC_039686.1		NC_039686.1 | Budorcas taxicolor	Budorcas taxicolor	tibetana					
NC_020632.1		NC_020632.1 | Pseudois nayaur	Pseudois nayaur						
NC_016689.1		NC_016689.1 | Pseudois schaeferi	Pseudois schaeferi						
NC_020623.1		NC_020623.1 | Capra ibex	Capra ibex			FJ207526			
SRR16114462	BE1	SRR16114462 | BE1 | Capra ibex | Italy	Capra ibex					Italy	https://doi.org/10.1111/mec.16503
SRR16114463	Aos1	SRR16114463 | Aos1 | Capra ibex | Italy	Capra ibex					Italy	https://doi.org/10.1111/mec.16503
SRR16114457	Gro1	SRR16114457 | Gro1 | Capra ibex | Austria, ~7ky	Capra ibex				~7ky	Austria	https://doi.org/10.1111/mec.16503
SRR16114452	Zu01	SRR16114452 | Zu01 | Capra ibex | Switzerland	Capra ibex					Switzerland	https://doi.org/10.1111/mec.16503
SRR16114451	Zue2	SRR16114451 | Zue2 | Capra ibex | Switzerland	Capra ibex					Switzerland	https://doi.org/10.1111/mec.16503
SRR16114458	Pil2	SRR16114458 | Pil2 | Capra ibex | Switzerland, ~4ky	Capra ibex				~4ky	Switzerland	https://doi.org/10.1111/mec.16503
SRR16114449	Lu04	SRR16114449 | Lu04 | Capra ibex | Switzerland, ~3ky	Capra ibex				~3ky	Switzerland	https://doi.org/10.1111/mec.16503
SRR16114450	Lu01	SRR16114450 | Lu01 | Capra ibex | Switzerland, ~4.5ky	Capra ibex				~4.5ky	Switzerland	https://doi.org/10.1111/mec.16503
SRR16114461	Lu2	SRR16114461 | Lu2 | Capra ibex | Switzerland, ~6.5ky	Capra ibex				~6.5ky	Switzerland	https://doi.org/10.1111/mec.16503
SRR16114459	Na1	SRR16114459 | Na1 | Capra ibex | Switzerland, ~4.5ky	Capra ibex				~4.5ky	Switzerland	https://doi.org/10.1111/mec.16503
NC_020625.1		NC_020625.1 | Capra pyrenaica	Capra pyrenaica			FJ207528.1			
KR059203.1		KR059203.1 | Capra hircus	Capra hircus						
KR059204.1		KR059204.1 | Capra hircus	Capra hircus						
KR059210.1		KR059210.1 | Capra aegagrus	Capra aegagrus						
NC_028161.1		NC_028161.1 | Capra aegagrus	Capra aegagrus			KT290893.1			
NC_005044.2	V07-146	NC_005044.2 | V07-146 | Capra hircus	Capra hircus						
OQ998914.1		OQ998914.1 | Capra sibirica	Capra sibirica						
OQ998915.1		OQ998915.1 | Capra sibirica	Capra sibirica						
OW568913.1		OW568913.1 | Capra sibirica	Capra sibirica						
NC_020622.1		NC_020622.1 | Capra falconeri	Capra falconeri			FJ207525.1			
NC_020683.1	MA4105	NC_020683.1 | MA4105 | Capra caucasica	Capra caucasica						
OW568915.1		OW568915.1 | Capra cylindricornis	Capra cylindricornis						
NC_020624.1		NC_020624.1 | Capra nubiana	Capra nubiana			FJ207527.1			
OW568914.1		OW568914.1 | Capra walie	Capra walie						
NC_020626.1		NC_020626.1 | Capra sibirica	Capra sibirica			FJ207529.1			
PV890828.1	TCD06G	PV890828.1 | TCD06G | Capra sibirica | China, ~1ky	Capra sibirica				~1ky	China	https://doi.org/10.1080/23802359.2025.2604864
NC_020628.1		NC_020628.1 | Hemitragus jemlahicus	Hemitragus jemlahicus						
NC_020621.1		NC_020621.1 | Hemitragus jayakari	Hemitragus jayakari						
NC_020734.1		NC_020734.1 | Pelea capreolus	Pelea capreolus						
NC_020794.1		NC_020794.1 | Redunca arundinum	Redunca arundinum						
NC_020742.1		NC_020742.1 | Redunca fulvorufula	Redunca fulvorufula						
NC_020715.1		NC_020715.1 | Kobus ellipsiprymnus	Kobus ellipsiprymnus						
NC_018603.1		NC_018603.1 | Kobus leche	Kobus leche						
NC_020731.1		NC_020731.1 | Oreotragus oreotragus	Oreotragus oreotragus						
NC_020735.1		NC_020735.1 | Philantomba maxwellii	Philantomba maxwellii						
NC_020736.1		NC_020736.1 | Philantomba monticola	Philantomba monticola						
NC_020747.1	SUN	NC_020747.1 | SUN | Sylvicapra grimmia	Sylvicapra grimmia						
NC_020685.1		NC_020685.1 | Cephalophus adersi	Cephalophus adersi						
NC_020686.1		NC_020686.1 | Cephalophus callipygus	Cephalophus callipygus						
NC_020687.1		NC_020687.1 | Cephalophus dorsalis	Cephalophus dorsalis						
NC_020688.1		NC_020688.1 | Cephalophus jentinki	Cephalophus jentinki						
NC_020689.1		NC_020689.1 | Cephalophus leucogaster	Cephalophus leucogaster						
NC_020690.1		NC_020690.1 | Cephalophus natalensis	Cephalophus natalensis						
NC_020691.1		NC_020691.1 | Cephalophus nigrifrons	Cephalophus nigrifrons						
NC_020692.1		NC_020692.1 | Cephalophus ogilbyi	Cephalophus ogilbyi						
NC_020693.1		NC_020693.1 | Cephalophus rufilatus	Cephalophus rufilatus						
NC_020694.1		NC_020694.1 | Cephalophus silvicultor	Cephalophus silvicultor						
NC_020695.1		NC_020695.1 | Cephalophus spadix	Cephalophus spadix						
NC_020738.1		NC_020738.1 | Procapra gutturosa	Procapra gutturosa						
NC_014875.1		NC_014875.1 | Procapra przewalskii	Procapra przewalskii						
NC_020741.1		NC_020741.1 | Raphicerus campestris	Raphicerus campestris						
NC_020701.1		NC_020701.1 | Dorcatragus megalotis	Dorcatragus megalotis						
NC_020717.1		NC_020717.1 | Madoqua kirkii	Madoqua kirkii						
NC_020718.1		NC_020718.1 | Madoqua saltiana	Madoqua saltiana						
NC_020733.1		NC_020733.1 | Ourebia ourebi	Ourebia ourebi						
NC_020746.1		NC_020746.1 | Saiga tatarica	Saiga tatarica						
NC_020678.1		NC_020678.1 | Antidorcas marsupialis	Antidorcas marsupialis						
NC_020716.1		NC_020716.1 | Litocranius walleri	Litocranius walleri						
NC_012098.1		NC_012098.1 | Antilope cervicapra	Antilope cervicapra						
NC_020703.1		NC_020703.1 | Gazella bennettii	Gazella bennettii						
NC_020704.1		NC_020704.1 | Gazella cuvieri	Gazella cuvieri						
NC_020705.1		NC_020705.1 | Gazella dorcas	Gazella dorcas						
NC_020706.1		NC_020706.1 | Gazella erlangeri	Gazella erlangeri						
NC_020707.1		NC_020707.1 | Gazella gazella	Gazella gazella						
NC_020708.1		NC_020708.1 | Gazella leptoceros	Gazella leptoceros						
NC_020709.1		NC_020709.1 | Gazella spekei	Gazella spekei						
NC_020710.1		NC_020710.1 | Gazella subgutturosa	Gazella subgutturosa						
NC_020702.1		NC_020702.1 | Eudorcas rufifrons	Eudorcas rufifrons						
NC_039669.1		NC_039669.1 | Eudorcas thomsonii	Eudorcas thomsonii						
NC_020724.1		NC_020724.1 | Nanger dama	Nanger dama						
NC_020725.1		NC_020725.1 | Nanger granti	Nanger granti						
NC_020726.1		NC_020726.1 | Nanger soemmerringii	Nanger soemmerringii						
