Name	Label	LabID	Species	Haplogroup	Description	Age	Location	Reference
KX027563	KX027563 | SEP64 | Mammuthus primigenius (Clade 1 (Eurasia)) | Quartz Creek, Yukon ~41ky	SEP64	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)	~41ky	Quartz Creek, Yukon	
KX027492	KX027492 | SEP68 | Mammuthus primigenius (Clade 1 (Eurasia)) | Ester Creek, Alaska ~21ky	SEP68	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)	~21ky	Ester Creek, Alaska	
MG334275	MG334275 | L410 | Mammuthus primigenius (Clade 1 (Eurasia)) | Wrangel Island ~15ky	L410	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)	~15ky	Wrangel Island	
EU153454	EU153454 | GM26 | Mammuthus primigenius (Clade 1 (Eurasia)) | Indigirka River, N-E Siberia ~29ky	GM26	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)	~29ky	Indigirka River, N-E Siberia	
EU153458	EU153458 | GM8 | Mammuthus primigenius (Clade 1 (Eurasia)) | Dima mammoth, Susuman District, Berelyokh River Basin, Kirgilyakh Creek, Magadan Region ~50ky	GM8	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)	~50ky	Dima mammoth, Susuman District, Berelyokh River Basin, Kirgilyakh Creek, Magadan Region	
PV138990	PV138990 | L258 | Mammuthus primigenius (Clade 1 (Eurasia)) | Yakutia, Kolyma Lowland, Malyy Anyuy R., Stanchikovskiy Yar Bluff ~51ky	L258	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)	~51ky	Yakutia, Kolyma Lowland, Malyy Anyuy R., Stanchikovskiy Yar Bluff	
MG334271	MG334271 | E470 | Mammuthus primigenius (Clade 1 (Eurasia)) | Wrangel Island ~42ky	E470	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)	~42ky	Wrangel Island	
EU153448	EU153448 | GM19 | Mammuthus primigenius (Clade 1 (Eurasia)) | Yukagir Village, Yakutsk, Russia ~22ky	GM19	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)	~22ky	Yukagir Village, Yakutsk, Russia	
EU153456	EU153456 | GM4 | Mammuthus primigenius (Clade 1 (Eurasia)) | unknown; possibly Northern Yakutia (about 66 to 76N,106-160E) ~25ky	GM4	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)	~25ky	unknown; possibly Northern Yakutia (about 66 to 76N,106-160E)	
MG334284	MG334284 | P009 | Mammuthus primigenius (Clade 1 (Eurasia)) | New Siberian Islands 	P009	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)		New Siberian Islands	
KX176798	KX176798 | 10247 | Mammuthus primigenius (Clade 1 (Eurasia)) | Yakutia, Lena Delta, SE, Bykovskiy Peninsula, Mamontovy Khayata ~33ky	10247	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)	~33ky	Yakutia, Lena Delta, SE, Bykovskiy Peninsula, Mamontovy Khayata	
KX176800	KX176800 | 10264 | Mammuthus primigenius (Clade 1 (Eurasia)) | Yakutia, Lena Delta, SE, Bykovskiy Peninsula, Mamontovy Khayata ~29ky	10264	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)	~29ky	Yakutia, Lena Delta, SE, Bykovskiy Peninsula, Mamontovy Khayata	
KX176802	KX176802 | 10703 | Mammuthus primigenius (Clade 1 (Eurasia)) | New Siberian Islands: Bol. Lyakhovsky Isl, S.coast W of Zimovye R mouth ~44ky	10703	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)	~44ky	New Siberian Islands: Bol. Lyakhovsky Isl, S.coast W of Zimovye R mouth	
EU153457	EU153457 | GM5 | Mammuthus primigenius (Clade 1 (Eurasia)) | unknown; possibly Northern Yakutia (about 66 to 76N,106-160E) 	GM5	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)		unknown; possibly Northern Yakutia (about 66 to 76N,106-160E)	
KX176758	KX176758 | SP1421 | Mammuthus primigenius (Clade 1 (Eurasia)) | Bykovsky Peninsula, Siberia ~33ky	SP1421	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)	~33ky	Bykovsky Peninsula, Siberia	
EU153449	EU153449 | GM2 | Mammuthus primigenius (Clade 1 (Eurasia)) | Jarkov mammoth, Bolshaya Balakhnya River, Taimyr Peninsula ~24ky	GM2	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)	~24ky	Jarkov mammoth, Bolshaya Balakhnya River, Taimyr Peninsula	
EU153452	EU153452 | GM22 | Mammuthus primigenius (Clade 1 (Eurasia)) | Bol'shoy Lyakhovsky Islands, Bol'shoy Eterikan River, Novosibirsk Islands N-E Siberia ~54ky	GM22	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)	~54ky	Bol'shoy Lyakhovsky Islands, Bol'shoy Eterikan River, Novosibirsk Islands N-E Siberia	
PV139009	PV139009 | TB127 | Mammuthus primigenius (Clade 1 (Eurasia)) | New Siberian Islands: Bol. Lyakhovsky Isl, S.coast W of Zimovye R mouth ~26ky	TB127	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)	~26ky	New Siberian Islands: Bol. Lyakhovsky Isl, S.coast W of Zimovye R mouth	
DQ316067	DQ316067 | Rogaev | Mammuthus primigenius (Clade 1 (Eurasia)) | Enmynveem River, Chukotka ~37ky	Rogaev	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)	~37ky	Enmynveem River, Chukotka	
PV138980	PV138980 | L088 | Mammuthus primigenius (Clade 1 (Eurasia)) | Chukotka, South, downstream Main Algan R. mouth, Ice Bluff >60ky	L088	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)	>60ky	Chukotka, South, downstream Main Algan R. mouth, Ice Bluff	
PV138984	PV138984 | L121 | Mammuthus primigenius (Clade 1 (Eurasia)) | Chukotka, South, downstream Main Algan R. mouth, Ice Bluff ~26ky	L121	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)	~26ky	Chukotka, South, downstream Main Algan R. mouth, Ice Bluff	
PV138979	PV138979 | L082 | Mammuthus primigenius (Clade 1 (Eurasia)) | Chukotka, South, Kanchalan River, Kanchalan ~24ky	L082	Mammuthus primigenius	Clade 1 (Eurasia)	Woolly mammoth (extinct)	~24ky	Chukotka, South, Kanchalan River, Kanchalan	
KX027501	KX027501 | SSED27 | Mammuthus primigenius (Clade 1 (North America)) | Big Bone Lick, KY ~17ky	SSED27	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~17ky	Big Bone Lick, KY	
KX027502	KX027502 | SSED28 | Mammuthus primigenius (Clade 1 (North America)) | Big Bone Lick, KY ~17ky	SSED28	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~17ky	Big Bone Lick, KY	
KX027544	KX027544 | SVEP48 | Mammuthus primigenius (Clade 1 (North America)) | Near Cleves, OH 	SVEP48	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)		Near Cleves, OH	
KX027499	KX027499 | SSEP26 | Mammuthus primigenius (Clade 1 (North America)) | Big Bone Lick, KY ~15ky	SSEP26	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~15ky	Big Bone Lick, KY	
KX027500	KX027500 | SEP53 | Mammuthus primigenius (Clade 1 (North America)) | Big Bone Lick, YD ~16ky	SEP53	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~16ky	Big Bone Lick, YD	
KX027545	KX027545 | SVEP08 | Mammuthus primigenius (Clade 1 (North America)) | Near Toledo, IL 	SVEP08	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)		Near Toledo, IL	
KX027507	KX027507 | SEP06 | Mammuthus primigenius (Clade 1 (North America)) | Gravel Pit near Clear Lake, IL ~25ky	SEP06	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~25ky	Gravel Pit near Clear Lake, IL	
KX027534	KX027534 | SVEP05 | Mammuthus primigenius (Clade 1 (North America)) | Near Pekin, IL ~21ky	SVEP05	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~21ky	Near Pekin, IL	
KX027498	KX027498 | SSEP25 | Mammuthus primigenius (Clade 1 (North America)) | Big Bone Lick, KY ~17ky	SSEP25	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~17ky	Big Bone Lick, KY	
KX027527	KX027527 | SEP02 | Mammuthus primigenius (Clade 1 (North America)) | Clayton Township, MI ~15ky	SEP02	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~15ky	Clayton Township, MI	
KX027506	KX027506 | SVEP82 | Mammuthus primigenius (Clade 1 (North America)) | Near Chittenango, NY ~13ky	SVEP82	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~13ky	Near Chittenango, NY	
KX027538	KX027538 | SEP50 | Mammuthus primigenius (Clade 1 (North America)) | Morrison Lake Country Club, Saranac, MI ~14ky	SEP50	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~14ky	Morrison Lake Country Club, Saranac, MI	
KX027536	KX027536 | EID27 | Mammuthus primigenius (Clade 1 (North America)) | East Randolph Fish Hatchery, NY ~12ky	EID27	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~12ky	East Randolph Fish Hatchery, NY	
KX027535	KX027535 | EID23 | Mammuthus primigenius (Clade 1 (North America)) | Near Goshen, IN ~27ky	EID23	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~27ky	Near Goshen, IN	
KX027542	KX027542 | EID25 | Mammuthus primigenius (Clade 1 (North America)) | Near Scarborough, ME ~14ky	EID25	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~14ky	Near Scarborough, ME	
KX027528	KX027528 | EEP41 | Mammuthus primigenius (Clade 1 (North America)) | New Bedford Sound, MA 	EEP41	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)		New Bedford Sound, MA	
KX027567	KX027567 | EID05 | Mammuthus primigenius (Clade 1 (North America)) | Finning, Yukon ~33ky	EID05	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~33ky	Finning, Yukon	
KX027491	KX027491 | SEP69 | Mammuthus primigenius (Clade 1 (North America)) | Cleary Creek, Alaska ~45ky	SEP69	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~45ky	Cleary Creek, Alaska	
KX027566	KX027566 | EID07 | Mammuthus primigenius (Clade 1 (North America)) | Finning, Yukon 	EID07	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)		Finning, Yukon	
PV139001	PV139001 | MD229 | Mammuthus primigenius (Clade 1 (North America)) | Klondike, central Yukon, Dominion Creek - Hollis mine, Loc 115015-0012 ~47ky	MD229	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~47ky	Klondike, central Yukon, Dominion Creek - Hollis mine, Loc 115015-0012	
KX027521	KX027521 | EID11 | Mammuthus primigenius (Clade 1 (North America)) | Upper Ikpikpuk R., North Slope, Alaska 	EID11	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)		Upper Ikpikpuk R., North Slope, Alaska	
KX027532	KX027532 | SEP63 | Mammuthus primigenius (Clade 1 (North America)) | Dawson Area, Yukon ~44ky	SEP63	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~44ky	Dawson Area, Yukon	
JF912200	JF912200 | EID02 | Mammuthus primigenius (Clade 1 (North America)) | Upper Ikpikpuk R., North Slope, Alaska ~44ky	EID02	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~44ky	Upper Ikpikpuk R., North Slope, Alaska	
KX027546	KX027546 | SVEP1679 | Mammuthus primigenius (Clade 1 (North America)) | Trenton Reservoir, NE ~38ky	SVEP1679	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~38ky	Trenton Reservoir, NE	
KX027530	KX027530 | SVEP09 | Mammuthus primigenius (Clade 1 (North America)) | North LaSalle County, IL ~15ky	SVEP09	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~15ky	North LaSalle County, IL	
KX027568	KX027568 | EID10 | Mammuthus primigenius (Clade 1 (North America)) | Hunker Creek, Yukon ~27ky	EID10	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~27ky	Hunker Creek, Yukon	
KX027564	KX027564 | EID03 | Mammuthus primigenius (Clade 1 (North America)) | Sulphur Creek, Yukon 	EID03	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)		Sulphur Creek, Yukon	
KX027524	KX027524 | EID13 | Mammuthus primigenius (Clade 1 (North America)) | Upper Ikpikpuk R., North Slope, Alaska 	EID13	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)		Upper Ikpikpuk R., North Slope, Alaska	
KX027565	KX027565 | SEP61 | Mammuthus primigenius (Clade 1 (North America)) | Ch'ijee's Bluff 	SEP61	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)		Ch'ijee's Bluff	
KX027556	KX027556 | EID15 | Mammuthus primigenius (Clade 1 (North America)) | Wyoming ~43ky	EID15	Mammuthus primigenius	Clade 1 (North America)	Woolly mammoth (extinct)	~43ky	Wyoming	
KX027516	KX027516 | SVEP43 | Mammuthus columbi () | Dent, CO ~13ky	SVEP43	Mammuthus columbi		Columbian mammoth (extinct)	~13ky	Dent, CO	
KX027513	KX027513 | SEP58 | Mammuthus columbi () | Dent, CO ~13ky	SEP58	Mammuthus columbi		Columbian mammoth (extinct)	~13ky	Dent, CO	
KX027518	KX027518 | SVEP57 | Mammuthus columbi () | Dent, CO ~13ky	SVEP57	Mammuthus columbi		Columbian mammoth (extinct)	~13ky	Dent, CO	
KX027519	KX027519 | SSEP39 | Mammuthus columbi () | nd, CO ~15ky	SSEP39	Mammuthus columbi		Columbian mammoth (extinct)	~15ky	nd, CO	
KX027496	KX027496 | SVEP72 | Mammuthus columbi () | Beverly Gravel Pits, NE ~13ky	SVEP72	Mammuthus columbi		Columbian mammoth (extinct)	~13ky	Beverly Gravel Pits, NE	
KX027548	KX027548 | SSEP12 | Mammuthus columbi () | Red Willow Fauna, Rw-102, NE ~14ky	SSEP12	Mammuthus columbi		Columbian mammoth (extinct)	~14ky	Red Willow Fauna, Rw-102, NE	
KX027515	KX027515 | SVEP41 | Mammuthus columbi () | Dent, CO ~13ky	SVEP41	Mammuthus columbi		Columbian mammoth (extinct)	~13ky	Dent, CO	
KX027517	KX027517 | SSEP38 | Mammuthus columbi () | Dent, CO ~13ky	SSEP38	Mammuthus columbi		Columbian mammoth (extinct)	~13ky	Dent, CO	
KX027514	KX027514 | SEP59 | Mammuthus columbi () | Dent, CO ~13ky	SEP59	Mammuthus columbi		Columbian mammoth (extinct)	~13ky	Dent, CO	
KX027551	KX027551 | SVEP15 | Mammuthus columbi () | Little Sand Pit near McCook, Rw-110m, NE ~13ky	SVEP15	Mammuthus columbi		Columbian mammoth (extinct)	~13ky	Little Sand Pit near McCook, Rw-110m, NE	
KX027547	KX027547 | SEP11 | Mammuthus columbi () | Red Willow Fauna, Rw-102, NE ~21ky	SEP11	Mammuthus columbi		Columbian mammoth (extinct)	~21ky	Red Willow Fauna, Rw-102, NE	
KX027553	KX027553 | SVEP20 | Mammuthus columbi () | Palisade Sand Pit, NE 	SVEP20	Mammuthus columbi		Columbian mammoth (extinct)		Palisade Sand Pit, NE	
KX027552	KX027552 | SEP17 | Mammuthus columbi () | Richardson Co, Big Nemaha R., NE 	SEP17	Mammuthus columbi		Columbian mammoth (extinct)		Richardson Co, Big Nemaha R., NE	
KX027494	KX027494 | SEP44 | Mammuthus columbi () | Beak (Bear?) Creek, OR ~22ky	SEP44	Mammuthus columbi		Columbian mammoth (extinct)	~22ky	Beak (Bear?) Creek, OR	
KX027512	KX027512 | SEP31 | Mammuthus columbi () | Crappie Hole, NE ~28ky	SEP31	Mammuthus columbi		Columbian mammoth (extinct)	~28ky	Crappie Hole, NE	
KX027497	KX027497 | SVEP32 | Mammuthus columbi () | Biehl Farm, NE ~18ky	SVEP32	Mammuthus columbi		Columbian mammoth (extinct)	~18ky	Biehl Farm, NE	
KX027509	KX027509 | SSEP18 | Mammuthus columbi () | Crappie Hole, NE ~28ky	SSEP18	Mammuthus columbi		Columbian mammoth (extinct)	~28ky	Crappie Hole, NE	
KX027520	KX027520 | SVEP49 | Mammuthus columbi () | North of Assyria, MI ~13ky	SVEP49	Mammuthus columbi		Columbian mammoth (extinct)	~13ky	North of Assyria, MI	
KX027559	KX027559 | SEP07 | Mammuthus columbi () | Wyanet, IL ~19ky	SEP07	Mammuthus columbi		Columbian mammoth (extinct)	~19ky	Wyanet, IL	
KX027525	KX027525 | SVEP5681 | Mammuthus columbi () | La Sena, NE ~22ky	SVEP5681	Mammuthus columbi		Columbian mammoth (extinct)	~22ky	La Sena, NE	
KX027550	KX027550 | SVEP1478 | Mammuthus columbi () | Red Willow Fauna, Rw-102, NE ~19ky	SVEP1478	Mammuthus columbi		Columbian mammoth (extinct)	~19ky	Red Willow Fauna, Rw-102, NE	
KX027511	KX027511 | SEP30 | Mammuthus columbi () | Crappie Hole, NE ~27ky	SEP30	Mammuthus columbi		Columbian mammoth (extinct)	~27ky	Crappie Hole, NE	
KX027505	KX027505 | SEP52 | Mammuthus columbi () | Near Brookings, SD ~15ky	SEP52	Mammuthus columbi		Columbian mammoth (extinct)	~15ky	Near Brookings, SD	
KX027503	KX027503 | SEP19 | Mammuthus columbi () | South Fork Big Nemaha R., NE ~17ky	SEP19	Mammuthus columbi		Columbian mammoth (extinct)	~17ky	South Fork Big Nemaha R., NE	
JF912199	JF912199 | Huntington | Mammuthus columbi () | Huntington Reservoir, East of Fairview, Utah, USA 	Huntington	Mammuthus columbi		Columbian mammoth (extinct)		Huntington Reservoir, East of Fairview, Utah, USA	
KX027537	KX027537 | EID26 | Mammuthus columbi () | Near Rawlins, WY ~13ky	EID26	Mammuthus columbi		Columbian mammoth (extinct)	~13ky	Near Rawlins, WY	
KX027557	KX027557 | SVEP37 | Mammuthus columbi () | Wenas Creek, WA ~16ky	SVEP37	Mammuthus columbi		Columbian mammoth (extinct)	~16ky	Wenas Creek, WA	
KX027510	KX027510 | SVEP29 | Mammuthus columbi () | Crappie Hole, NE 	SVEP29	Mammuthus columbi		Columbian mammoth (extinct)		Crappie Hole, NE	
KX027540	KX027540 | SSEP45 | Mammuthus columbi () | San Antonio Creek, CA 	SSEP45	Mammuthus columbi		Columbian mammoth (extinct)		San Antonio Creek, CA	
KX027504	KX027504 | EID30 | Mammuthus columbi () | Bindloss, AB ~13ky	EID30	Mammuthus columbi		Columbian mammoth (extinct)	~13ky	Bindloss, AB	
KX027558	KX027558 | SVEP7380 | Mammuthus columbi () | Whidbey Island, WA ~23ky	SVEP7380	Mammuthus columbi		Columbian mammoth (extinct)	~23ky	Whidbey Island, WA	
KX027539	KX027539 | SVED74 | Mammuthus columbi () | San Antonio Creek, CA ~23ky	SVED74	Mammuthus columbi		Columbian mammoth (extinct)	~23ky	San Antonio Creek, CA	
PV139017	PV139017 | TB93 | Mammuthus primigenius (Clade 2) | New Siberian Islands: Bol. Lyakhovsky Isl, S.coast W of Zimovye R mouth >44ky	TB93	Mammuthus primigenius	Clade 2	Woolly mammoth (extinct)	>44ky	New Siberian Islands: Bol. Lyakhovsky Isl, S.coast W of Zimovye R mouth	
KX176757	KX176757 | SP1420 | Mammuthus primigenius (Clade 2) | Oyagossky Yar, Siberia ~44ky	SP1420	Mammuthus primigenius	Clade 2	Woolly mammoth (extinct)	~44ky	Oyagossky Yar, Siberia	
EU153453	EU153453 | GM25 | Mammuthus primigenius (Clade 2) | Bolshaya Chukochya River, Russia ~60ky	GM25	Mammuthus primigenius	Clade 2	Woolly mammoth (extinct)	~60ky	Bolshaya Chukochya River, Russia	
PV139011	PV139011 | TB159 | Mammuthus primigenius (Clade 2) | Yakutia, Laptev Sea coast (E) Buor-Khaya Peninsula (btwn Lena & Yana Rs) >41ky	TB159	Mammuthus primigenius	Clade 2	Woolly mammoth (extinct)	>41ky	Yakutia, Laptev Sea coast (E) Buor-Khaya Peninsula (btwn Lena & Yana Rs)	
EU153451	EU153451 | GM21 | Mammuthus primigenius (Clade 2) | Bolshoy Lyakhovsk(i)y Isl. 	GM21	Mammuthus primigenius	Clade 2	Woolly mammoth (extinct)		Bolshoy Lyakhovsk(i)y Isl.	
PV139010	PV139010 | TB129 | Mammuthus primigenius (Clade 2) | New Siberian Islands: Bol. Lyakhovsky Isl, S.coast W of Zimovye R mouth ~48ky	TB129	Mammuthus primigenius	Clade 2	Woolly mammoth (extinct)	~48ky	New Siberian Islands: Bol. Lyakhovsky Isl, S.coast W of Zimovye R mouth	
PV139016	PV139016 | TB92 | Mammuthus primigenius (Clade 2) | New Siberian Islands: Bol. Lyakhovsky Isl, S.coast W of Zimovye R mouth >51ky	TB92	Mammuthus primigenius	Clade 2	Woolly mammoth (extinct)	>51ky	New Siberian Islands: Bol. Lyakhovsky Isl, S.coast W of Zimovye R mouth	
PV138983	PV138983 | L120 | Mammuthus primigenius (Clade 2) | Taimyr >57ky	L120	Mammuthus primigenius	Clade 2	Woolly mammoth (extinct)	>57ky	Taimyr	
MG334282	MG334282 | Oimyakon | Mammuthus primigenius (Clade 2) | Ol’chan mine, Oimyakon, Northern Yakutia ~44ky	Oimyakon	Mammuthus primigenius	Clade 2	Woolly mammoth (extinct)	~44ky	Ol’chan mine, Oimyakon, Northern Yakutia	
PV138999	PV138999 | MD227 | Mammuthus primigenius (Clade 2) | Alazeya 	MD227	Mammuthus primigenius	Clade 2	Woolly mammoth (extinct)		Alazeya	
PV139012	PV139012 | TB161 | Mammuthus primigenius (Clade 2) | New Siberian Islands: Bol. Lyakhovsky Isl, S.coast W of Zimovye R mouth >33ky	TB161	Mammuthus primigenius	Clade 2	Woolly mammoth (extinct)	>33ky	New Siberian Islands: Bol. Lyakhovsky Isl, S.coast W of Zimovye R mouth	
PV138996	PV138996 | L317 | Mammuthus primigenius (Clade 2) | Jilin Province (Manchuria), Yushi ~52ky	L317	Mammuthus primigenius	Clade 2	Woolly mammoth (extinct)	~52ky	Jilin Province (Manchuria), Yushi	
PV138991	PV138991 | L263 | Mammuthus primigenius (Clade 2) | Yakutia, Indigirka Lowland, Shandrin R., Lower End of Great Loop, Loc. 1100 >52ky	L263	Mammuthus primigenius	Clade 2	Woolly mammoth (extinct)	>52ky	Yakutia, Indigirka Lowland, Shandrin R., Lower End of Great Loop, Loc. 1100	
EU153450	EU153450 | GM20 | Mammuthus primigenius (Clade 2) | Bolshoy Lyakhovsk(i)y Isl. 	GM20	Mammuthus primigenius	Clade 2	Woolly mammoth (extinct)		Bolshoy Lyakhovsk(i)y Isl.	
KX176755	KX176755 | SP1349 | Mammuthus primigenius (Clade 2) | Bolshaya Kolopatkaya River, Kolyma Lowland, Yakutia Sakha, Siberia. V close to Cherskii, at small river (Big Grouse). ~46ky	SP1349	Mammuthus primigenius	Clade 2	Woolly mammoth (extinct)	~46ky	Bolshaya Kolopatkaya River, Kolyma Lowland, Yakutia Sakha, Siberia. V close to Cherskii, at small river (Big Grouse).	
PV139007	PV139007 | P048 | Mammuthus primigenius (Clade 2) | Adycha, Oskhordokh, Kotov's pit 	P048	Mammuthus primigenius	Clade 2	Woolly mammoth (extinct)		Adycha, Oskhordokh, Kotov's pit	
PV138988	PV138988 | L172 | Mammuthus primigenius (Clade 2) | Yakutia, Kolyma Lowland, Bolshaya Chukochya R., Loc. 35 	L172	Mammuthus primigenius	Clade 2	Woolly mammoth (extinct)		Yakutia, Kolyma Lowland, Bolshaya Chukochya R., Loc. 35	
PV138985	PV138985 | L168 | Mammuthus primigenius (Clade 2) | Yakutia, Indigirka Lowland Bolshoy Khomus-Yuryakh R., Loc. 83 	L168	Mammuthus primigenius	Clade 2	Woolly mammoth (extinct)		Yakutia, Indigirka Lowland Bolshoy Khomus-Yuryakh R., Loc. 83	
KX176773	KX176773 | SP2014 | Mammuthus primigenius (Clade 3) | North Sea ~43ky	SP2014	Mammuthus primigenius	Clade 3	Woolly mammoth (extinct)	~43ky	North Sea	
KX027526	KX027526 | MPS | Mammuthus primigenius (Clade 3) | Yuribei R., Yamal Peninsula ~45ky	MPS	Mammuthus primigenius	Clade 3	Woolly mammoth (extinct)	~45ky	Yuribei R., Yamal Peninsula	
MF579936	MF579936 | JK2766 | Mammuthus primigenius (Clade 3) | Hohle Fels, DE ~37ky	JK2766	Mammuthus primigenius	Clade 3	Woolly mammoth (extinct)	~37ky	Hohle Fels, DE	
KX176794	KX176794 | SP2453 | Mammuthus primigenius (Clade 3) | Dnepr River, Ukraine 	SP2453	Mammuthus primigenius	Clade 3	Woolly mammoth (extinct)		Dnepr River, Ukraine	
KX176791	KX176791 | SP2412 | Mammuthus primigenius (Clade 3) | Secrets Cave, M. Ural 	SP2412	Mammuthus primigenius	Clade 3	Woolly mammoth (extinct)		Secrets Cave, M. Ural	
KX176774	KX176774 | SP2015 | Mammuthus primigenius (Clade 3) | North Sea 	SP2015	Mammuthus primigenius	Clade 3	Woolly mammoth (extinct)		North Sea	
KX176775	KX176775 | SP2016 | Mammuthus primigenius (Clade 3) | North Sea 	SP2016	Mammuthus primigenius	Clade 3	Woolly mammoth (extinct)		North Sea	
PV138989	PV138989 | L253 | Mammuthus primigenius (Clade 3) | R Chepetsa, R Vyarka ~39ky	L253	Mammuthus primigenius	Clade 3	Woolly mammoth (extinct)	~39ky	R Chepetsa, R Vyarka	
PV138981	PV138981 | L112 | Mammuthus primigenius (Clade 3) | Goyet ~33ky	L112	Mammuthus primigenius	Clade 3	Woolly mammoth (extinct)	~33ky	Goyet	
KX176793	KX176793 | SP2416 | Mammuthus primigenius (Clade 3) | Medvezhiya Cave, N. Ural 	SP2416	Mammuthus primigenius	Clade 3	Woolly mammoth (extinct)		Medvezhiya Cave, N. Ural	
PV138997	PV138997 | L323 | Mammuthus primigenius (Clade 3) | Vologda Oblast, Totma ~47ky	L323	Mammuthus primigenius	Clade 3	Woolly mammoth (extinct)	~47ky	Vologda Oblast, Totma	
MF579937	MF579937 | JK2768 | Mammuthus primigenius (Clade 3) | Hohle Fels, DE ~33ky	JK2768	Mammuthus primigenius	Clade 3	Woolly mammoth (extinct)	~33ky	Hohle Fels, DE	
MF579932	MF579932 | JK2761 | Mammuthus primigenius (Clade 3) | Hohle Fels, DE 	JK2761	Mammuthus primigenius	Clade 3	Woolly mammoth (extinct)		Hohle Fels, DE	
MF579931	MF579931 | JK2760 | Mammuthus primigenius (Clade 3) | Hohle Fels, DE ~33ky	JK2760	Mammuthus primigenius	Clade 3	Woolly mammoth (extinct)	~33ky	Hohle Fels, DE	
MF579944	MF579944 | JK2779 | Mammuthus primigenius (Clade 3) | Geißenklösterle, DE 	JK2779	Mammuthus primigenius	Clade 3	Woolly mammoth (extinct)		Geißenklösterle, DE	
